id,tweet,subtask_a
28621,amp sic attack dog blame right,NOT
26317,hahahahahahahaha need change strategy act like spoiled child throw tantrum world sore loser national television great way improve view,OFF
70481,oh ok reverse important issue mental health rid mental health condition gun control great job guy liar prove amp worship away right,OFF
37877,people regardless wall kind like gun control argument,NOT
33412,hilarious way good I,NOT
61942,quick way kill thank antifa,OFF
99091,republicans underestimate fever liberal rid trump,NOT
84660,legal right,NOT
27631,wapo idiot comment disgrace journalism sad,OFF
51449,year uncle christopher tristan aunt carla bickle,NOT
40674,suck thumbsdown,OFF
57610,ik rapper think cause anti drug honestly I think music good,NOT
24531,happy,NOT
82680,funny liberal liberal star hate folk fame power live,NOT
78494,promise wall y believe promise,OFF
21564,fair I positive liberal blob cell,OFF
32067,member butt,NOT
21265,I think jack know conservative I meet want lecture I run like business work hard follow rule,NOT
56419,time indict trump pro law,NOT
35164,target environment rich,NOT
87824,disgusting hypocrite,OFF
32310,allow protest stop speaker group hitler early time nazi party group know ss beat politician people agree sound familiar smell like antifa,OFF
10698,expect common sense liberal,NOT
23094,care think want elect haha help party stay help conservative progressive like,NOT
70213,I fucking love true actually type job learn,OFF
36136,good stray message need use death blame gun push gun control talk actual cause distract hearnoevilmonkey,NOT
61271,huh pot grow council grow case reduction m right city police gun control announce,NOT
90618,mm way maybe time ask sky wrong cnn book kp tweet book liberal trump americans mm british I know bad,OFF
58120,oh heart beautiful beautiful immersion blender,NOT
15174,new bill aim send mask antifa activist jail year,NOT
41958,sad america liberal kind u accuse chinese spy dem office year n medium shrug,NOT
40368,president trump fight american worker american job,NOT
75263,laughable parade china shocking human right record china extreme gun control mean death million chinese citizen hand state history know,NOT
94345,I relate gun control police department prosecute family time limit access weapon police department reluctant acknowledge wrong correct deserve access weapon,OFF
90077,stop lil ma cough eddandflow cough oh shit snapchat slip add I foldedhand mediumlightskintone wearyface,OFF
56898,chuck think juanita broderick credible keith ellison girlfriend domestic abuse credible truth chuck stirrer cause ruin mans impeccable career embarrass wife amp daughter sleazy day work destroy like,NOT
77180,want gun control let corporation rip americans stand cop assassinate unarmed black americans cop enemy americans want kill black america thank,OFF
34565,killshot gun control rap devil,NOT
76105,hollywood fine,NOT
93281,liberal kavanaugh accuser high school episode attack praise superstar logic,NOT
93028,epic fail,NOT
20579,antifa nail pillow I recommend,NOT
36709,I hope stay safe brave soul I coast nc stay I scared I leave hub stay man prison work,NOT
63408,bitch complain corporate I lobby lmaooo,OFF
99383,I shit today I want politely ask I stylist I early bangle bracelet unnecessary accessory like responsible I word,OFF
35359,yyyy fuck bitch decide steepppp,OFF
32776,grasp unproven straw,OFF
69948,bjp lean intellectual liberal congress lean intellectual definitely congress karyakarta,NOT
17348,complain fox news like trump war news medium right trump use espionage act spy reporter like bad scary,NOT
83724,people firearm allow comment gun control debate beamingfacewithsmilingeyes,NOT
70434,funny human right pro abortion settle lie pacified deceive playboy,OFF
47123,civil disobedience paramount time ontario municipality stand local democracy,NOT
58915,christina choice courtney hadwin amateur america believe,NOT
51128,clearly racist anti senior citizen allow conservative seriously start fair,OFF
63874,I mean worth,NOT
40265,shooting happen country gun control law time literally decade gun law prevent unga bunga gun control suck bet dummy wish gun school shooting happen america,NOT
77193,follow conservative pay fusion fusion pay orbis steele company hard seriously,NOT
54759,antifa,NOT
90331,matter sway political slant scotus party fact important lib conservative court makeup,NOT
35544,bumper sticker liberal expensive,NOT
19435,damn fall victim little thing like site,OFF
84894,kavanaugh confirm sexual deviant sit supreme court conservative nominate republican democrats woman scotus republican perverted man lifetime,OFF
45521,liberal shame outcome justify mean,OFF
81754,tippi hedren julie jack rifftrax scene birdemic credit movie playing tv hotel,NOT
87501,come guy worry straw clean fail shitty policy know lol,OFF
78424,I hope report gun control,NOT
71984,popular equal win fact private school job educate student public school public school teacher unfair perk deserve unfair private school teacher,OFF
43321,jeff flake look like flake confirmation,NOT
99643,fucking sad perseveringface,OFF
12272,bull probably debt soros pay afraid happen break,NOT
63350,I suppose think way liberal attack sarah palin courageous hypocrite,OFF
39443,ilegal invader kill year old canadian girl,NOT
68565,million dollar cbs buy lot lie lot professional witness lot axis grind antifa fully finance blm million collect obama justice dept look antiamerican havoc create warm,NOT
99745,wtf waste minute change life,NOT
56164,catfight meow,NOT
74160,I prefer option,NOT
62679,I musicalnote grinningfacewithsweat,NOT
93734,bill I consider democrats americans constitution mean uncultured uneducated violent like antifa declare judge kavanaugh guilty rape,NOT
23956,eject senate rule break time follow rule senator,NOT
63696,I want adopt dog precious faceblowingakiss,NOT
97846,great american patriot dreg society warped delusional perspective joe blow biden disgrace america,OFF
74245,joke dirty trick democrat george soros payroll democrat party know shame,OFF
62559,wearyface,NOT
30353,welcome gordon shirley wiltedflower snake rise snake wiltedflower snake rise xxx,NOT
31126,clearly long safe matter lol facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,NOT
92619,look fault forget look picture journalism objective reporting dead pundit subjective expert,NOT
16278,actual fuck ill report fuck,OFF
16251,leak shit anyways lol,OFF
64189,world country bullshit like bullshit problem like fuck gun industry fuck dipshit enable prevent sensible gun control,OFF
10755,right joe I interview fox I iowa,NOT
68461,itne I liberal ko burnol khana padega,NOT
27318,need gun control lol,NOT
78407,follow,NOT
33186,absolutely adorable good mommy good care revolvingheart,NOT
61788,yes right lefty neo liberal trouble paper proper journalistic ethic funny grinningsquintingface grinningsquintingface grinningsquintingface magyar nemzet népszabadság high circulation funny communistic past grinningsquintingface grinningsquintingface grinningsquintingface,OFF
71811,tip franchise qb,NOT
95262,great gun control concentration steady hand way girl,OFF
80439,disgusting tell need law n order conservative n kavanaugh,OFF
83465,big o accomplish gun control year disaster,NOT
80298,I think angle session job today statement sit senator approve replacement senator stab session sure difference lg angle send mueller packing,NOT
70706,aurora grow learn stuff quickly good drawing counting intelligent baby laught playfully kiss break peck nose,NOT
73146,underrated I love pure person,NOT
13613,raise hand smh,NOT
89043,guess employee play covet fashion game ipad free time mobilephone strange phobia dog dog amazingly weird jump foot,OFF
13324,canada freak,OFF
25808,yep bc agree force adult meme choice individual develop comprehend mean I homophobic,OFF
74843,americans smart think,NOT
80698,fit team agholor stay slot successful jmatt outside threat,OFF
32103,nike lose billion kaepernick face bullshit,OFF
34685,prove second time undeniably force reckon industry release check,NOT
82977,I stand correct guess memorable thing I hateful lmfao,NOT
52798,google hell,OFF
89052,job pr guy,NOT
98649,literal angel wrong,NOT
40000,live sweden gang rape capital world million migrant welcome open arm vet thank liberal power,NOT
96330,equip adopt period,NOT
14809,woman accuse supreme court nominee physical sexual assault ignore insult whitehouse senior counselor rapist murderer free drunk amp want redexclamationmark,NOT
21629,chicago run democrat decade gop solve problem create begin act absolutely code gun control happen help need detective start hire,OFF
52832,I think judge kavanaugh vote week monday hear unfortunately reputation tarnish vicious lie maga wwgiwga,NOT
59620,welcome casey,NOT
32717,crazy mf sadly far bad example good christian,OFF
21286,innocent prove guilty apply liberal,NOT
78117,I interracial marriage liberal throw word easily want look mean,NOT
13486,average wage average house price thatcher charge ratio fundamental reason build like genuinely affordable waste resource,NOT
90268,bruh ita going ok parent hella scary ready think going fun bet,NOT
39342,lmfaooo baby young loudlycryingface loudlycryingface loudlycryingface,NOT
81788,fine liberal sure use carbon possible electricity,NOT
38889,block I,NOT
92319,work texas pay soro cartel fond cruz beto dangerous person dnc sheeple,OFF
59657,I want kiss ass,OFF
28193,person stance gun control tell statement believe right individual stamp statist forehead vote accordingly,NOT
83274,beto want open border illegal come gun control espically semiautomatic weapon,OFF
64355,canada need comedian,NOT
42234,absolutely point debate liberal party swing far leave hate rationale fleet trump create world peace utopian society liberal resist reason hatred,OFF
84391,know antifa far leave republican peaceful use violence protect antifa,NOT
36226,f hope smart grader maybe,OFF
91015,metallic color tomorrow I smilingfacewithhalo birthday gift facewithtearsofjoy,NOT
49622,agree trump surprised liberal talk cute sneak candy war criminal funeral,OFF
82485,good thing california gun control law facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy okhand,NOT
54050,trump supporter dreg society organize coup son steal b ukrainian people leave country search job,OFF
97098,need lose weight,NOT
34017,destroy I excuse I I beat time bullshitting I love facewithsteamfromnose,OFF
31233,motherfucker common sense website,NOT
83754,lie rumor spread liberal know pattern hell,OFF
31196,s old s push gun control lincoln assassination,OFF
59480,blue jamie lee miss ya,NOT
23082,corrupt period grinningsquintingface grinningsquintingface grinningsquintingface oncomingfist mediumskintone oncomingfist mediumskintone week u liberal release bc hide grinningsquintingface grinningsquintingface grinningsquintingface grinningsquintingface grinningsquintingface o boy u pple pple depend actor info wow u pple scare I green today yellow facewithtearsofjoy exclamationquestionmark,NOT
85220,grow listen shit break heart rip,OFF
15817,delusional idiot traitor,OFF
89408,happy birthday dad ily thank good man care love appreciate koala bear,NOT
39819,reminder trump good interest scotus seat mid term election trump card challenge party conservative day,NOT
60311,oh,NOT
59397,mean like democrats push gun control agenda,NOT
48118,unwanted mother left flush toilet antifa rally celebrate,OFF
15406,jimin ssi I hope know angel I love amazing,NOT
84077,ur head bout big shit,OFF
79283,solidarity israel banner photo antideutsch infiltrator originally use online mag bunker connection fashy pro žižek type board image anti antifa crowd archive,NOT
82016,morph antifa antifa coverage important soros cash ie I upset know racist stuff trump child cage like ya know,NOT
84770,complete utter waste time liberal,OFF
95295,plan discredited chequer plan crash plan,NOT
48370,blame trump weather corruption exist decade pr ass typical democratic,OFF
78792,attack trump supporter large hear antifa I think leave long ago waste time,NOT
14672,cat antifa animal world,NOT
66991,favor watch time spit kool aid pay attention happen right lean conservative brainwash sicken,NOT
93179,beautiful,NOT
48479,nigga snitch add spice snitching,OFF
44822,attention publicize trump supporter twitter account list high profile random trump supporter list antifa target list help report twitter need suspend account,NOT
14772,unfortunately report riddle error fabricate connection influencer simply exist categorize liberal far right openly debate conservative,NOT
22130,far right bastard literally luckily far leave extremist like antifa jeremy corbyn supporter act counter balance,OFF
80604,liberal believe constitution ultra leftist,NOT
78914,truly think intruder home I suppose revert police training sicken I medium hype strictly white black horrible way,NOT
40746,ben terrible person probably rape people vial human book field play I like personally,OFF
33232,idiot fuck people,OFF
58585,honestly ya I talk opinion gun control ppl aback facewithtearsofjoy,NOT
19746,indie noun place people talented work hard spot opportunity knock everybody,NOT
87017,breitbart dead,NOT
60348,legalize federally use door gun control,NOT
33670,start tweet pussy ass shit,OFF
69506,asmr eel sushi salmon sushi eat sound big bite talk yaya asmr,NOT
25199,ya look like lit mma account weird,NOT
46033,I weak beat ass,OFF
61968,thank dbc love read book I hear pretty epic look forward finally read soon,NOT
76470,I stop watch football,NOT
25820,stopsign ntknetwork news stopsign backhandindexpointingright rnc raise million midterm,NOT
12633,help amazing,NOT
77845,background wrap chance rabid maga cop law enforcement entity attempt trouble maga,OFF
40324,bird ass,OFF
58462,I know great job,NOT
54691,I dog breed I fucking clue,OFF
23182,liberal care anymore democracy burn country let trump govern year remember objective throw trump power month,NOT
32987,start week adult krav maga class awesome work guy pleasure old face come training utilise new timetable oncomingfist lightskintone oncomingfist lightskintone class elite team,NOT
30224,patriot actively try disrupt people simply lose election patriotic undermine presidency work bring prosperity american,NOT
81939,I think liberal rid high school shop class,NOT
27255,desperate,NOT
62953,arrest place socialist medium cover course come arrest socialists head explode maga drain swamp build wall,OFF
59895,brennan smart recognize trump lion smart know hurt trump hurt trump idiot fantasy,OFF
13692,holy shit people nebraska fan dead program vcr watch highlight,OFF
83076,explain alien lol,NOT
32565,need speak anger harbor cause explode like underlying issue lordt facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,NOT
24384,I mean gun control defend,NOT
23560,poor godless liberal,OFF
47280,I think find educate conservative inclined accept government directive face value,NOT
71667,good dude work,NOT
55726,people awake projection long tactic liberal successfully use,NOT
30033,look cranky,NOT
33064,good conversation condemnation I matter gun control discussion,NOT
34120,liberal win false majority lot close race emphasis false,NOT
25813,thank follow glad connect,NOT
30770,ggg know knock way judge,NOT
49215,espionage plan site help boss moscow,NOT
41561,follow patriot follow thank,NOT
19402,confused liberal run loose beaware,NOT
69899,tyler thursday girl I think tyler believe mastermind need seat angela kaycee win,NOT
70810,bono town,NOT
79423,person refuse idea differant view thing product system antifa lite world small,NOT
65970,pull crooked letter crook letter,NOT
45485,I man tell I body count refuse woman fuck,OFF
95617,dumbass think hell pregnant year loudlycryingface loudlycryingface,OFF
39118,antifa disarm people open carry state,NOT
93402,realize fool weird obsession maybe research spout nonsense,OFF
44744,yes hate group ill define know hate group right antifa near level modern conservative hate group subjective I guess actually valid statement,NOT
33776,offer brexit,NOT
37449,exactly ford damn pawn baby adult america aka democrats lyingface I redheart conservative control high court year,NOT
97658,liberal today r different classical liberal liberal today far leave r marxist bury head sand think neo amp classical lib trump authoritarian people want amp kill,OFF
43705,antifa wannabe indexpointingup indexpointingup indexpointingup indexpointingup,NOT
48474,incite violence trump supporter list target antifa,OFF
35384,bitter woman know worth spend life upgrading somebody son actually live good version look cute maid outfit like,OFF
11746,poorly word talk actual shooting mean aftermath gun control aspect,OFF
90460,witness protection I wish cow mobile phone cow share escape,OFF
77539,liberal dangerous push agenda victim judge kavanaugh wife daughter,NOT
46544,need lady spread pussy cam smilingfacewithhearteye,OFF
56754,bullshit rich liberal,NOT
57446,wow think work I tell wife hell lol,OFF
30412,bat,OFF
51967,love ya girl change perfect personraisinghand rise kissmark,NOT
84656,liberal low,NOT
91455,brennan probably write nyt op ed,NOT
94913,antifa democrats going pay yuge november final nail coffin fruitcake trust fund fakenews journalism,OFF
31525,let I right mogg attack accuse profit,NOT
38725,boi bt member,NOT
55300,paul manafort legit trader trump I guess big deal conspire country anymore,NOT
84653,exactly I think,NOT
40726,sex work,NOT
88710,good bitch hood miss facewithtearsofjoy crazy thing I em smoke house use light everyday,OFF
43651,chelsea freak beautiful I believe skin color beautiful I live aubree great little lady,NOT
21689,great friend,NOT
55014,year mandatory federal sentence crime commit gun stop gun control nonsense punish guilty politician today support gun control safe zone work pol want crime hot air,NOT
41215,nonsense people want strict gun control law response buy gun rational debate,NOT
15417,predictable,NOT
49291,I hope right sake I want voice hear,NOT
28150,nra california lot lot worthless gun control law gun control work crazy people obey law,OFF
90308,bitch I post kdksksk I hope soon,OFF
65345,busy maga love president purpleheart thumbsup,NOT
97781,glad follow don great trump supporter,NOT
40411,death threat police complaint form field note police recording sound I like stage push narrative,NOT
84372,right shadow florence I think hold till storm,NOT
51729,amen,NOT
35958,lol escape shit I regret watch minute,OFF
56689,I know I watch benfica game shit new level,OFF
68935,math,NOT
75566,thank resistance boycott mean nessasary loser hollywood msm rinos google facebook twitter china jack black haters antifa ruin country need wall,NOT
87425,time common sense conservative day march washington,NOT
79048,suspend absolute game changer,NOT
37610,girl god bless survivor young people vote common sense gun control,NOT
99408,populism political idea activity intend support ordinary people want cambridge dictionary yes I think liberal conservative unite prevent ordinary people want want facewithtearsofjoy,NOT
40471,likely forget mental capacity drop everyday woman fit serve long like trump remember problem solution maga,OFF
62416,reason,NOT
51613,liberal trump fault thinkingface,OFF
60933,tide appropriate,NOT
11519,follow tacozt bit sociopath moron lethal combo,OFF
92684,democrat love great country standby watch liberal arm democratic party try destroy love country actually,OFF
28679,shameful spend million kavanaugh instal gun control pot tea,OFF
14608,good want vote want corruption matter shame,NOT
41642,good democracy overrate read hans hermann democracy god fail,OFF
48063,I guess u look wrong look wrong thing girl walk start date yr physically handicap I w sex love spirit,NOT
52687,gun control need leftist liberal control gun kill people idiotic immoral leftist,OFF
91332,oh yes smilingfacewithsunglasse,NOT
60568,conservative funny liberal,NOT
27099,think kavanaugh family throw crap stall tactic liberal fight appoint,NOT
78450,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy yeah peaceful right know right counter protest unlike fascist antifa count dianne abbott,OFF
77312,alcatraz great,NOT
73638,pit bull debate like gun control pit bull kill come picture love pit gun kill I gun kill,NOT
83162,plan summer actually need shade I think fun project,NOT
49383,sis mandys nose havin ass grim adventure billy mandy smell shit wheeew,OFF
26821,investigate antifa connection nazi,NOT
49307,conservative stand dumpster unconstitutional illegal activity complicit henceforth support tangerine toddler policy action ff americans party loyalist lose,NOT
94063,oh kyle adoptive dad,NOT
76917,liberal live real world,NOT
89284,live nickname tonight fucking nightmare,OFF
16734,happy liberal,NOT
41416,wonder liberal mess watch support trash tv,NOT
38163,gift wrappedgift conservative love,NOT
95675,yh,NOT
64411,option save country heartsuit star star heartsuit stop fight heartsuit vote maga red heartsuit,NOT
39166,divide long work hollyweird demoncrap liberal card long help zippermouthface snowflake lyingface nauseatedface smilingfacewithhorn,NOT
12987,tell unserious attention seeker,OFF
15145,mom finish antifa poster upstairs dinner ready,NOT
13087,I think country follow maga grinningface people sick overrun amp pay,OFF
48421,bring great point moron look life like movie gun control debate time seriously think shootout bad guy hurt bystander want arm teacher idiot,OFF
63808,yeah series book I sword art online novel mangas,NOT
13245,good,NOT
15069,describe antifa black block democrats big tech defend fascist,NOT
35308,hahahahahaha idiot hand billion iranian likely bad deal history foreign policy poster child qualified job,OFF
55842,people bad kind criminal playing emotion base fuel hatred country insane rhetoric play constant mind game cause anger help cause liberal catch,OFF
15554,antifa sign pay,NOT
67296,great thing hurricane florence hear bionic woman amazing memory talk party million year ago,NOT
84775,let come dc testify safely surround dnc street army let wear cute black mask way americans diversity democrat party protect good,OFF
30264,lose focus opponent lose serena lose lose point scream loud I use word defend integrity,NOT
65148,nice,NOT
67852,okay violent liberal antifa kkk hood beat stranger know,OFF
43569,wife egghead bible challenge kid obviously obnoxious loop shit phase,OFF
71717,liberal democrats psychopath yep wrong facewithmonocle,OFF
28265,congratulation thank role model young conservative conservative movement thanknyou thank teach I,NOT
88106,removable magazine problem limit high cap mag bit gun control legislation need curb health problem country,NOT
59633,ask liberal seemingly forget war criminal,OFF
76974,hmm cat dog raise food I understand smilingfacewithsmilingeye,NOT
45078,I believe replace american flag antifa flag,OFF
44787,bomb,NOT
93493,I starfleet antifa witness rip,NOT
15222,lie I hear everyday sigh inhale I m tired ppl beautiful bestfriend problem beautiful I ve place tell beautiful I accept facewithsteamfromnose,OFF
94425,I believe erick erickson exist I believe democrat pr firm create republican persona idiotic thing discredit conservative,OFF
86725,know care rich dude probably hate president country,OFF
13269,phinnaly,NOT
26435,I teach grown son s winner loser serena temper tantrum democrat lol,OFF
86557,step approach fascist I problem require antifa member recognize projection,NOT
21628,sense wonder omg I think local need head album I stress,NOT
24282,shoot usa common talk gun control,OFF
34858,liberal like,NOT
36206,stop easy right wing conservatard mock left,OFF
45643,look like joke liberal,NOT
50805,I think gravely mistake blame rise fascism collective struggle black people politics identity politic freedom priority capitalism multiple axis exploitation ignore fail,NOT
10057,team know ass,OFF
70336,I suggest use handcuff remove,OFF
11650,wall terrorist away obama gun control prevent killing criminal terrorist,OFF
54987,republicans disgusting people,OFF
30811,antifa bs average americans news repulse antic,OFF
15277,nope I live middle country civil war gunfire I antifa hit elderly child pass rally,NOT
59149,funny want gun control partner snoop dog thinkingface,NOT
25207,seek answer leadership country new south africa mr president leader surely example tired,NOT
71668,I love yoongi reason I day smile beautiful think I hold life smilingfacewithhearteyes faceblowingakiss purpleheart,NOT
15421,schumer want irs conservative tea party organization obama administration chucky clown want president trump impeach stop vote democrats tell chuck confirm nominee wait job,NOT
48576,happy birthday namjoon thank share thought feeling beautiful person beautiful mind heart purpleheart sparkle arie,NOT
89450,law pass people ignore law obey murderer ignore ton law obey gun control law,NOT
41920,opinion feminist,NOT
57122,monte mcnaughton accuse government fail uphold rule law camper indigenous group surely equally concerned government try rig election pick choose subject rule law,NOT
38473,hope great day honey wait talk grinningfacewithbigeyes I love twoheart faceblowingakiss,NOT
32941,milk cookie,NOT
62929,talk idiot liberal mental disorder book liberal mind psychological cause political madness dr rossiter expose ideology motivating liberal actually mental disorder read,OFF
46107,great job electing terrible job send congress support conservative leave frustrated congress pass big spending bill,NOT
26606,god maga block buhbye,NOT
34965,apart fact lib dem coalition brexit happen moderate force conservative lib dem mean brexit,NOT
47818,democrats love mob rule like antifa,NOT
92488,personfacepalme mediumdarkskintone femalesign dead ass smdh,NOT
20490,comment negative slamming chris hayes promote vote suppression michael I love rapist amp putin puppet assange moore amp late kill dem movie town hall woman repro right amp gun control eve kavanaugh vote instead,OFF
10376,boner live real world year,NOT
63865,candidate governor friend individual support antifa democratic socialist taxpayer work family,NOT
21811,kind woman quran I kind woman,NOT
87307,product cause dandruff kc facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,NOT
33060,man senator allow citizen question accuser citizen woman conservative love america fairness,NOT
47156,sop conservative defend republican fully matter seriousness charge evidence demand democrat resign matter,NOT
94776,actually believe blindly want believe learn free speech symbol social medium platform censor conservative censor know care bet censor,NOT
54567,serena upset lose upset penalty man tennis action penalize,NOT
24069,run away truth use childish language provide competent argument justify prove russian algorithm design disrupt britain society economy,NOT
79808,voter accept congresswoman stand nra shoot shoot devastate community country need common sense gun safety law need,NOT
24558,cause shot clearly mvp I need course use fight,NOT
23902,time express dismissive attitude public outcry vote people factor vote ass office year I think toast,OFF
20223,big tech bias I break wake people,NOT
81416,I know sound hot video lol,NOT
81662,oh god joke right hour officer fire work hour I break,NOT
45604,recall moss patriot remember year gordon hall famer rounder good today,NOT
81948,people msm disgusting,NOT
25928,thinkingface I watch committee hearing judge kavanaugh use particular session birth control amp roe vs wade window gun control legislation comment clear I allow politician deprive I,NOT
95606,oh fuck I I tmi queen thing control conversation subtly god help comment habit decision I swear god,OFF
53591,liberal crap,OFF
69593,dint pay attention interest meme jerk,OFF
31487,wavinghand pawprint,NOT
65922,liberal old playbook old yawn,OFF
48519,sorry howie horrible I vegas multiple time know people spend hard earn money vacation waste money scrawny kid scream migraine come vegas real talent,NOT
91693,lie congress lie maga,OFF
24066,soooo pretty,NOT
88954,nigga skull skull,OFF
51153,glad know like miscreant pitiful bunch,OFF
20757,firmly establishment let,NOT
98090,elon smoke dope apparently bad batch I know vessel send work rescue quit,NOT
45659,sure hope maxi marche antifa cover head,NOT
63595,mazzone convince play nfl tell act like good little pocket passer,NOT
14665,course,NOT
53994,left party relativize play communist crime,OFF
44261,bizarre smart business going pay year save body process yes connor brown gameplan like bell,NOT
88986,I follow maga patriot n couple new redheart redheart tweeeeeetrrrr I like u hide n hard train follw poutingface poutingface poutingface oncomingfist lightskintone oncomingfist lightskintone oncomingfist lightskintone,NOT
65227,I sure hope remove hide protect chum water right,NOT
90715,god idea god like people fact I feel send trump answer prayer,NOT
67261,lol trump fine people antifa punch nazi want punch nazis oh whaooaaaaa crazy otoh nazis literally murder folk try bomb shit soooo yeah right wing dupe sorry case,OFF
16518,hi ilysm great day,NOT
72091,report christine blasey ford prepare testify catch,NOT
34725,russian troll look rest page,NOT
79500,I think try repair image friendly I hope friend need respect fessy tyler boundary date people,NOT
41044,attempt emotionally manipulate canadian standard behaviour trudeau liberal,NOT
21146,embrace antifa career killer,OFF
48394,moment realize jimin year old year age difference breathe,NOT
94737,s I read tweet I sir word mouth liberal asshole civil discussion,OFF
16774,I experience problem I like think I suffer anti pernickety bastard disorder,OFF
11317,need gun control,NOT
45516,super excited board,NOT
37906,jerry lewis ripoff need away guy good act like fool fool,OFF
26206,gorgeous faceblowingakiss faceblowingakiss,NOT
43540,fuckoff know I m scared,OFF
11966,thumbsup let set,NOT
72423,cute smilingfacewithsmilingeye,NOT
12802,mark twain eye love,NOT
18626,need remove position child abuse cover,OFF
65060,problem kavanaugh lie detector test dr ford anxious clear ask lie detector test fact blast tweet issue speak volume,NOT
25418,nope teach shit liberal think,OFF
63476,imply agent devil I fully agree,OFF
35824,saul alinsky book favorite book antifa handbook,NOT
38534,veiled accusation derail stop fingerprint,NOT
38235,sexy perverse woman smilingfacewithhearteye smilingfacewithhearteyes smilingfacewithhearteyes facesavoringfood facesavoringfood facesavoringfood winkingface winkingface smilingfacewithhorn,OFF
56475,gun control fine cop gun vulnerable thug attack,NOT
61082,I think team imagine victim hiding abuser kavanaugh family friend imagine,NOT
56256,instance I admire woman physique I spend long look woman bit come question porn allow close personal experience long I like challenge course catch,NOT
55806,mock self profess populist claim speak people stand norm right label latte drinking elitist,OFF
87342,I shocked gun addict allege pervert,OFF
82687,awaken woman country asinine stupidity liberal today,OFF
24454,I think I like conservative pretend rape bad claim rape time,OFF
40926,think chap teach,NOT
25338,blow dirt misery million,OFF
50813,maybe antifa find gainful employment join american dream,NOT
62940,beto I love texas senator need support amendment elect effect change vote I worry lose gun ownership gun control argument ted fight,NOT
91027,concern gun control man change problem deep,NOT
80515,gun control gun liberal rollingonthefloorlaughe idiot,OFF
52898,lol religion peace I right fellow classical liberal izlam tote need reformation,NOT
66353,texas gun control platform drink koolaide concentrate,NOT
77105,fake national emergency create conservative nwo bullshit,OFF
10719,need marijuana lobby bribe gop like big pharma screw good america mean gun control,OFF
20663,I think character rub knight somewhat witty like I need I smell sith alderaan good master,NOT
54273,favourite watch conservative lose mind usual democrats mean boo hoo lol,OFF
73752,learn english conservative,NOT
63967,ask friend,NOT
11812,I good fortune jump stickerwoman post woman cryingface try tell I stickerwoman hate crime muslims thinkingface,NOT
44762,becca work,NOT
10036,chris stir pot political dig texas thing handle pr totally different situation help,NOT
48200,I think terrified americans declassify doc conservative like transparency dirty word u dem ps worry great president,NOT
68042,nice visit mommie dearest I bribe diet pepsi eat rest dinner facewithtearsofjoy loudlycryingface personfacepalme mediumdarkskintone femalesign love lady,NOT
61939,consider leave republican party need anymore pretend republican interfere trump awesome agenda sound like need resign,NOT
81567,president trump hold maga rally missouri week,NOT
26527,easy chance prove I wrong I instance increase gun control country cause decrease crime gun,NOT
29624,think political activist way think act,NOT
33267,quick,NOT
83844,open think sit wait hit lol pick kyle receiver run wrong route route nee pick matt open personfacepalme mediumskintone malesign need head ass,OFF
25944,denounce democrats amp antifa thug amp,OFF
94562,reject know time waste exercise,NOT
33307,gun control hit target intend hit democrats want infringe gun right I ok ban dem,NOT
74862,I I think s tattoo look like fuckin fashion fabric string shit idk I ass look exactly like ha,OFF
64322,chicago stop gun violence democrats claim stop bad gun violence city control democrats nation work model successful gun control policy,OFF
26187,hysterical,NOT
63870,wonderful asset great influence,NOT
62973,remind I conservative want know monica knee need decide guy sleeze bag,NOT
15618,american liberal eat young maintain power racist rapist fascist addict social program teach fend addicted government let think dem black n hispanic chain,OFF
31240,judge roy moore masterbate story,OFF
37526,texas medical board engage warrantless search doctor office door gun control effort,NOT
19466,jewish theatric google,NOT
78553,b s,NOT
58691,ok guy I think claim start threaten antifa,NOT
97979,I live maybe reason I know skull,NOT
59208,trust fbi pass habitual fear care lie probably closet antifa wait true hurt bc complancey facewithsymbolsonmouth,NOT
83966,messi goalkeepe goat,OFF
74603,hello problem gun control people gun away control people like I legal right carry gun continue scream gun control look affect,NOT
67387,short feel I bow mention engineer expressionlessface unamusedface,NOT
97469,twitter beholden cnn,NOT
70752,actually republican city high crime rate chicago,NOT
96262,lol argue againstbthe system I want I argue favor system describe like argue principle anarchy I constantly oh yeah hillary corrupt politician irrelevant factual irrelevant,NOT
47741,people dreg society president supporter try stage coup,OFF
29634,majority think amp sore loser throw temper tantrum year embarrassing,OFF
43459,beto male,NOT
88446,member antifa,NOT
66578,yup destroy hard work ppl small business evil pretty face ppl fall,OFF
72618,kid score look like drop outta school somebody check,NOT
35726,rat antifa black organization,OFF
62671,person copycat,NOT
91440,tell I simply rudeand racist mother,OFF
99651,I want rest sleepy baby,NOT
61541,people know organization understand scheme anti freedom tuition fee antifa piggy bank need people denounce student aware vote stop fund,NOT
91200,choose woman,NOT
30567,delude walk,NOT
93619,poll pls,NOT
10535,nba plant,NOT
